NP_200570.1	XP_040950420.1	63.559	118	35	3.22e-50	171
NP_200570.1	XP_016722878.1	54.545	154	46	3.57e-50	171
NP_200570.1	XP_016743564.2	64.957	117	35	4.19e-50	169
NP_200570.1	XP_016679736.2	54.545	154	46	4.24e-50	170
NP_200570.1	XP_016729529.1	64.103	117	35	4.48e-50	172
NP_200570.1	XP_016733884.2	63.559	118	35	5.30e-50	171
NP_200570.1	XP_040959922.1	64.706	119	35	6.12e-50	169
NP_200570.1	XP_016739399.1	64.103	117	35	6.22e-50	171
NP_200570.1	XP_016717616.2	48.765	162	49	9.15e-50	168
NP_200570.1	XP_016686896.1	60.833	120	36	1.03e-49	169
NP_200570.1	XP_016702373.2	66.102	118	35	1.25e-49	169
NP_200570.1	XP_016731493.1	64.103	117	35	1.29e-49	171
NP_200570.1	NP_001314438.1	64.103	117	35	1.32e-49	171
NP_200570.1	XP_016722168.1	63.559	118	35	1.46e-49	168
NP_200570.1	XP_016722141.1	62.393	117	35	1.56e-49	169
NP_200570.1	XP_016695690.1	62.602	123	37	1.80e-49	168
NP_200570.1	XP_016722142.1	62.393	117	35	1.96e-49	168
NP_200570.1	XP_040936516.1	62.602	123	37	1.98e-49	168
NP_200570.1	XP_016748813.1	62.712	118	35	2.11e-49	169
NP_200570.1	XP_016679990.1	61.157	121	36	2.25e-49	163
NP_200570.1	XP_016687177.1	62.712	118	35	3.16e-49	169
NP_200570.1	XP_016701413.1	48.765	162	49	3.34e-49	166
NP_200570.1	XP_016706798.1	58.268	127	38	5.53e-49	169
NP_200570.1	XP_016739176.1	61.157	121	36	5.66e-49	166
NP_200570.1	XP_040951818.1	65.254	118	35	6.54e-49	167
NP_200570.1	XP_016724909.1	50.000	152	46	7.15e-49	166
NP_200570.1	XP_016738951.1	59.167	120	36	7.69e-49	166
NP_200570.1	XP_040953871.1	63.248	117	35	7.96e-49	167
NP_200570.1	NP_001313761.1	59.167	120	36	8.11e-49	166
NP_200570.1	XP_016736375.1	57.812	128	38	8.91e-49	167
NP_200570.1	XP_016741312.1	64.167	120	35	9.32e-49	167
NP_200570.1	XP_016748490.1	60.833	120	36	9.53e-49	166
NP_200570.1	XP_016692279.1	61.538	117	35	1.14e-48	165
NP_200570.1	XP_016714474.1	52.857	140	42	1.15e-48	164
NP_200570.1	XP_016672956.1	63.248	117	35	1.18e-48	166
NP_200570.1	XP_016701634.1	46.667	180	50	1.60e-48	165
NP_200570.1	XP_016743613.2	60.169	118	35	1.81e-48	166
NP_200570.1	XP_016666216.1	61.538	117	35	1.82e-48	165
NP_200570.1	XP_016681431.1	49.342	152	46	2.50e-48	164
NP_200570.1	XP_016706746.1	50.658	152	46	2.61e-48	164
NP_200570.1	XP_016702366.1	65.000	120	35	3.22e-48	166
NP_200570.1	XP_040954217.1	62.712	118	35	3.85e-48	165
NP_200570.1	XP_016699485.1	55.195	154	46	4.35e-48	163
NP_200570.1	XP_016741305.1	63.025	119	35	5.62e-48	165
NP_200570.1	XP_016687596.1	62.712	118	35	6.03e-48	165
NP_200570.1	XP_016704069.1	61.983	121	35	7.37e-48	163
NP_200570.1	XP_016701990.1	57.480	127	38	7.59e-48	166
NP_200570.1	XP_016709539.1	63.248	117	35	8.36e-48	163
NP_200570.1	XP_016694729.1	62.712	118	35	8.64e-48	164
NP_200570.1	XP_016708781.1	63.248	117	35	9.11e-48	162
NP_200570.1	XP_016725568.1	63.025	119	35	9.88e-48	164
NP_200570.1	XP_016739556.1	61.538	117	35	1.02e-47	164
NP_200570.1	XP_016751105.1	58.333	120	36	1.03e-47	162
NP_200570.1	XP_016726578.1	56.716	134	40	1.13e-47	162
NP_200570.1	XP_016725886.1	50.000	158	44	1.26e-47	164
NP_200570.1	XP_016708004.1	59.167	120	36	1.31e-47	162
NP_200570.1	XP_016699001.1	58.333	120	36	1.39e-47	162
NP_200570.1	XP_016679354.2	61.538	117	35	1.56e-47	164
NP_200570.1	XP_016729808.1	50.000	152	46	1.61e-47	162
NP_200570.1	XP_016727477.2	62.500	120	35	1.64e-47	164
NP_200570.1	XP_016739095.1	56.923	130	39	1.64e-47	164
NP_200570.1	XP_016691380.1	56.489	131	38	2.01e-47	161
NP_200570.1	XP_016672334.2	58.333	120	36	2.67e-47	161
NP_200570.1	XP_016745627.1	60.169	118	35	2.69e-47	162
NP_200570.1	XP_016676657.1	57.500	120	36	2.99e-47	160
NP_200570.1	XP_016675555.1	57.258	124	37	3.63e-47	162
NP_200570.1	XP_016696656.2	57.500	120	36	4.04e-47	160
NP_200570.1	XP_040962805.1	55.970	134	40	4.14e-47	161
NP_200570.1	XP_016728613.1	62.185	119	35	4.46e-47	162
NP_200570.1	XP_016714954.1	55.906	127	38	5.11e-47	162
NP_200570.1	XP_016738120.2	59.322	118	35	5.36e-47	161
NP_200570.1	NP_001314278.1	58.333	120	36	5.77e-47	160
NP_200570.1	XP_016692092.2	60.345	116	35	6.59e-47	162
NP_200570.1	XP_016670096.1	56.923	130	39	6.65e-47	163
NP_200570.1	XP_016715626.2	47.399	173	52	8.47e-47	159
NP_200570.1	XP_016746699.1	63.964	111	33	8.74e-47	161
NP_200570.1	XP_016689707.2	55.782	147	44	1.13e-46	164
NP_200570.1	XP_016673537.1	49.367	158	44	1.14e-46	161
NP_200570.1	XP_016736945.1	61.017	118	35	1.62e-46	159
NP_200570.1	XP_016736944.1	61.017	118	35	1.62e-46	159
NP_200570.1	XP_016732693.1	61.017	118	35	1.71e-46	159
NP_200570.1	XP_016695803.1	61.667	120	36	1.79e-46	164
NP_200570.1	XP_040938775.1	58.475	118	35	1.92e-46	160
NP_200570.1	XP_016676400.2	61.667	120	36	2.03e-46	163
NP_200570.1	XP_040962724.1	54.110	146	44	2.09e-46	160
NP_200570.1	NP_001314513.2	59.016	122	37	2.17e-46	160
NP_200570.1	XP_016707070.1	52.381	147	35	3.02e-46	163
NP_200570.1	XP_016707069.1	52.381	147	35	3.02e-46	163
NP_200570.1	XP_016710554.2	61.667	120	36	3.56e-46	163
NP_200570.1	XP_016745431.1	61.667	120	36	4.18e-46	163
NP_200570.1	XP_040973833.1	61.667	120	36	4.40e-46	163
NP_200570.1	XP_016718605.1	60.169	118	35	4.98e-46	158
NP_200570.1	XP_016675835.1	60.169	118	35	6.50e-46	158
NP_200570.1	XP_016670881.1	43.784	185	55	7.43e-46	157
NP_200570.1	XP_016682405.1	58.197	122	37	8.81e-46	159
NP_200570.1	XP_040970228.1	62.162	111	33	8.98e-46	159
NP_200570.1	XP_040947820.1	62.162	111	33	9.03e-46	159
NP_200570.1	XP_016701831.1	49.342	152	46	1.36e-45	157
NP_200570.1	XP_040938825.1	53.793	145	44	1.44e-45	158
NP_200570.1	XP_016738141.1	45.930	172	52	2.15e-45	156
NP_200570.1	XP_016693253.1	57.759	116	35	2.58e-45	155
NP_200570.1	XP_040932862.1	55.303	132	40	2.91e-45	154
NP_200570.1	XP_016712483.1	61.157	121	35	3.04e-45	156
NP_200570.1	NP_001314002.1	57.759	116	35	3.32e-45	155
NP_200570.1	XP_016665889.1	57.759	116	35	3.45e-45	155
NP_200570.1	XP_016703974.1	60.169	118	35	3.65e-45	156
NP_200570.1	XP_016694769.1	45.930	172	52	3.94e-45	156
NP_200570.1	XP_016672575.1	57.627	118	35	4.60e-45	155
NP_200570.1	XP_040961005.1	58.261	115	35	4.67e-45	155
NP_200570.1	XP_016701608.2	57.759	116	35	4.82e-45	155
NP_200570.1	XP_016737768.1	58.120	117	35	6.01e-45	157
NP_200570.1	XP_040955220.1	58.120	117	35	6.27e-45	157
NP_200570.1	XP_040936104.1	58.261	115	35	6.50e-45	155
NP_200570.1	XP_016670915.1	54.545	132	40	6.83e-45	155
NP_200570.1	XP_016741272.2	61.538	117	35	7.10e-45	157
NP_200570.1	XP_040936092.1	61.345	119	35	7.13e-45	157
NP_200570.1	XP_016686209.2	61.345	119	35	8.15e-45	157
NP_200570.1	NP_001314241.2	45.977	174	52	1.04e-44	155
NP_200570.1	XP_040960044.1	57.391	115	35	1.06e-44	156
NP_200570.1	XP_016672077.2	57.391	115	35	1.24e-44	156
NP_200570.1	XP_016755547.1	59.322	118	35	1.40e-44	155
NP_200570.1	NP_001314377.1	37.549	253	75	1.50e-44	155
NP_200570.1	XP_016690953.1	60.684	117	35	1.85e-44	154
NP_200570.1	XP_016674344.1	56.897	116	35	2.27e-44	154
NP_200570.1	XP_016686263.2	60.504	119	35	3.87e-44	155
NP_200570.1	XP_016703892.1	56.897	116	35	4.43e-44	154
NP_200570.1	XP_016743760.1	56.410	117	35	4.60e-44	157
NP_200570.1	XP_016695946.1	55.556	126	38	5.79e-44	156
NP_200570.1	XP_016695944.1	55.556	126	38	5.79e-44	156
NP_200570.1	XP_016716891.1	37.945	253	75	7.19e-44	153
NP_200570.1	XP_016709326.1	55.556	126	38	9.02e-44	155
NP_200570.1	XP_016747675.1	51.020	147	44	1.21e-43	152
NP_200570.1	XP_040952714.1	60.684	117	35	1.50e-43	153
NP_200570.1	XP_016720794.1	51.020	147	44	1.61e-43	151
NP_200570.1	XP_040958878.1	56.780	118	35	1.73e-43	154
NP_200570.1	XP_016701145.2	56.780	118	35	1.85e-43	154
NP_200570.1	XP_016746012.1	58.974	117	35	1.91e-43	152
NP_200570.1	XP_040936545.1	59.829	117	35	1.96e-43	152
NP_200570.1	XP_016728597.1	57.724	123	37	2.56e-43	150
NP_200570.1	XP_016743496.1	58.974	117	35	3.68e-43	152
NP_200570.1	XP_016675583.2	57.724	123	37	4.08e-43	150
NP_200570.1	XP_016740731.1	58.974	117	35	4.43e-43	152
NP_200570.1	XP_016675596.1	60.345	116	35	5.68e-43	150
NP_200570.1	XP_016712793.1	40.686	204	61	5.91e-43	149
NP_200570.1	XP_016700190.1	58.974	117	35	6.28e-43	151
NP_200570.1	XP_016677339.1	43.827	162	49	6.76e-43	152
NP_200570.1	XP_016712792.2	40.394	203	61	9.58e-43	149
NP_200570.1	XP_016737657.1	56.410	117	35	1.06e-42	149
NP_200570.1	XP_016737656.1	56.410	117	35	1.06e-42	149
NP_200570.1	XP_016737655.1	56.410	117	35	1.06e-42	149
NP_200570.1	XP_016704155.1	58.974	117	35	1.35e-42	157
NP_200570.1	XP_016704504.1	57.724	123	37	1.39e-42	149
NP_200570.1	XP_016723612.1	58.120	117	35	1.68e-42	150
NP_200570.1	XP_040958464.1	53.226	124	37	1.98e-42	151
NP_200570.1	XP_016716893.1	58.871	124	37	2.10e-42	149
NP_200570.1	XP_016688445.1	53.333	120	36	2.71e-42	151
NP_200570.1	NP_001314273.1	58.871	124	37	4.32e-42	148
NP_200570.1	XP_016749648.1	53.333	120	36	4.45e-42	151
NP_200570.1	XP_016749647.1	53.333	120	36	4.45e-42	151
NP_200570.1	XP_040952965.1	55.833	120	36	6.30e-42	147
NP_200570.1	XP_016713536.2	57.265	117	35	6.35e-42	154
NP_200570.1	XP_016727108.1	60.909	110	33	1.15e-41	148
NP_200570.1	XP_016690934.2	56.637	113	34	1.40e-41	148
NP_200570.1	XP_040952964.1	55.833	120	36	1.44e-41	147
NP_200570.1	XP_040945844.1	56.410	117	35	1.46e-41	152
NP_200570.1	XP_040973079.1	56.897	116	35	1.54e-41	147
NP_200570.1	XP_016708918.1	59.091	110	33	1.56e-41	147
NP_200570.1	XP_016711419.1	47.222	144	43	1.64e-41	144
NP_200570.1	XP_016711418.1	47.222	144	43	1.64e-41	144
NP_200570.1	XP_016708917.1	59.091	110	33	1.66e-41	147
NP_200570.1	XP_016714997.2	56.637	113	34	1.77e-41	147
NP_200570.1	XP_016694274.1	55.556	117	35	2.09e-41	146
NP_200570.1	XP_040958620.1	45.395	152	46	2.77e-41	143
NP_200570.1	XP_016731212.1	45.395	152	46	2.77e-41	143
NP_200570.1	XP_016755472.1	58.182	110	33	2.83e-41	145
NP_200570.1	XP_016716909.2	56.897	116	35	3.40e-41	147
NP_200570.1	XP_016668410.1	55.752	113	34	4.35e-41	145
NP_200570.1	XP_016681523.1	58.182	110	33	4.97e-41	145
NP_200570.1	XP_016704624.1	60.360	111	33	7.85e-41	144
NP_200570.1	XP_016753002.1	50.388	129	39	9.93e-41	142
NP_200570.1	XP_016727107.1	60.714	112	33	1.31e-40	145
NP_200570.1	XP_016689734.1	48.905	137	40	1.58e-40	142
NP_200570.1	XP_016675536.1	60.000	110	33	1.68e-40	145
NP_200570.1	XP_016753985.1	53.719	121	36	2.04e-40	142
NP_200570.1	XP_016709452.1	55.556	117	35	2.23e-40	143
NP_200570.1	XP_016672712.1	54.867	113	34	2.48e-40	143
NP_200570.1	XP_016704551.1	61.818	110	33	5.17e-40	143
NP_200570.1	XP_016716914.2	54.310	116	35	5.26e-40	143
NP_200570.1	XP_016675463.2	48.966	145	44	5.47e-40	142
NP_200570.1	XP_040964566.1	49.007	151	44	6.36e-40	144
NP_200570.1	NP_001313782.1	63.208	106	32	6.74e-40	141
NP_200570.1	XP_016736198.2	60.000	110	33	6.83e-40	144
NP_200570.1	XP_016675131.2	48.344	151	44	8.90e-40	142
NP_200570.1	XP_016730345.1	54.310	116	35	1.24e-39	142
NP_200570.1	XP_016704052.1	54.074	135	40	2.44e-39	142
NP_200570.1	XP_040954930.1	49.650	143	42	2.47e-39	141
NP_200570.1	XP_016702479.1	57.143	112	34	3.66e-39	146
NP_200570.1	XP_016707250.1	57.143	112	34	4.11e-39	146
NP_200570.1	XP_040948044.1	55.172	116	35	4.23e-39	140
NP_200570.1	XP_040960721.1	57.143	112	34	7.37e-39	145
NP_200570.1	XP_016728740.2	57.143	112	34	7.43e-39	145
NP_200570.1	XP_016704042.1	56.250	112	34	1.13e-38	145
NP_200570.1	XP_016737404.1	51.493	134	39	2.00e-38	139
NP_200570.1	XP_040941236.1	56.250	112	34	2.72e-38	144
NP_200570.1	XP_016682318.1	49.650	143	41	4.32e-38	136
NP_200570.1	XP_016709584.1	47.917	144	43	4.56e-38	138
NP_200570.1	XP_016686653.2	55.455	110	33	5.05e-38	135
NP_200570.1	XP_016725132.2	51.493	134	39	5.71e-38	138
NP_200570.1	XP_016749598.1	53.913	115	35	6.41e-38	135
NP_200570.1	XP_016708850.1	54.545	110	33	7.37e-38	134
NP_200570.1	XP_016744843.1	59.048	105	32	7.55e-38	134
NP_200570.1	XP_040970441.1	56.075	107	32	7.62e-38	141
NP_200570.1	XP_016688378.1	53.913	115	35	8.28e-38	135
NP_200570.1	XP_016684430.1	54.701	117	35	9.07e-38	134
NP_200570.1	XP_016754846.1	48.951	143	41	9.38e-38	135
NP_200570.1	XP_016690942.1	55.172	116	34	1.16e-37	136
NP_200570.1	XP_016752574.1	47.552	143	42	1.23e-37	134
NP_200570.1	XP_016684612.1	47.222	144	43	1.63e-37	137
NP_200570.1	XP_040961955.1	44.025	159	38	1.98e-37	139
NP_200570.1	XP_040961954.1	44.025	159	38	1.98e-37	139
NP_200570.1	XP_040961953.1	44.025	159	38	1.98e-37	139
NP_200570.1	XP_040961952.1	44.025	159	38	1.98e-37	139
NP_200570.1	XP_040968236.1	56.190	105	32	2.03e-37	140
NP_200570.1	XP_016743360.1	44.872	156	47	2.47e-37	135
NP_200570.1	XP_016716195.1	58.095	105	32	2.60e-37	134
NP_200570.1	XP_040970440.1	56.075	107	32	3.00e-37	141
NP_200570.1	XP_016709324.1	44.025	159	38	3.02e-37	139
NP_200570.1	XP_040970439.1	56.075	107	32	3.19e-37	141
NP_200570.1	XP_040970438.1	56.075	107	32	3.19e-37	141
NP_200570.1	XP_040970437.1	56.075	107	32	3.19e-37	141
NP_200570.1	XP_040970435.1	56.075	107	32	3.19e-37	141
NP_200570.1	XP_016746599.2	56.190	105	32	4.22e-37	141
NP_200570.1	XP_016746598.2	56.190	105	32	4.22e-37	141
NP_200570.1	XP_016721896.2	58.095	105	32	4.24e-37	134
NP_200570.1	XP_040964517.1	54.545	121	36	4.62e-37	135
NP_200570.1	NP_001314333.1	59.048	105	32	5.12e-37	134
NP_200570.1	XP_040952035.1	56.190	105	32	5.59e-37	140
NP_200570.1	XP_016710877.1	56.190	105	32	5.59e-37	140
NP_200570.1	XP_040953952.1	41.304	184	53	5.63e-37	133
NP_200570.1	NP_001314544.1	59.048	105	32	6.47e-37	134
NP_200570.1	XP_040960281.1	54.464	112	34	6.52e-37	139
NP_200570.1	XP_040968235.1	56.190	105	32	6.83e-37	140
NP_200570.1	XP_016748200.2	56.190	105	32	6.83e-37	140
NP_200570.1	XP_016748199.2	56.190	105	32	6.83e-37	140
NP_200570.1	XP_016748198.2	56.190	105	32	6.83e-37	140
NP_200570.1	XP_016748197.2	56.190	105	32	6.83e-37	140
NP_200570.1	XP_016748196.2	56.190	105	32	6.83e-37	140
NP_200570.1	XP_016675462.1	57.658	111	33	8.59e-37	134
NP_200570.1	XP_016712924.2	41.848	184	53	8.80e-37	132
NP_200570.1	XP_040973499.1	59.048	105	32	9.98e-37	134
NP_200570.1	XP_040950558.1	55.238	105	32	1.02e-36	140
NP_200570.1	XP_016686753.1	55.238	105	32	1.02e-36	140
NP_200570.1	XP_016686752.1	55.238	105	32	1.02e-36	140
NP_200570.1	XP_016686751.1	55.238	105	32	1.02e-36	140
NP_200570.1	XP_016686750.1	55.238	105	32	1.02e-36	140
NP_200570.1	XP_016694638.1	59.048	105	32	1.11e-36	133
NP_200570.1	NP_001314640.1	56.190	105	32	1.42e-36	132
NP_200570.1	XP_016714192.2	56.075	107	32	1.47e-36	139
NP_200570.1	XP_016714191.2	56.075	107	32	1.47e-36	139
NP_200570.1	XP_016712287.2	57.143	105	32	2.08e-36	132
NP_200570.1	XP_016669207.1	53.226	124	35	2.39e-36	134
NP_200570.1	XP_016717140.1	56.364	110	33	2.45e-36	135
NP_200570.1	XP_040932441.1	53.704	108	32	2.96e-36	137
NP_200570.1	XP_040932440.1	53.704	108	32	2.96e-36	137
NP_200570.1	XP_040932439.1	53.704	108	32	2.96e-36	137
NP_200570.1	XP_040932438.1	53.704	108	32	2.96e-36	137
NP_200570.1	XP_040932437.1	53.704	108	32	2.96e-36	137
NP_200570.1	XP_040932436.1	53.704	108	32	2.96e-36	137
NP_200570.1	XP_040932435.1	53.704	108	32	2.96e-36	137
NP_200570.1	XP_040932434.1	53.704	108	32	2.96e-36	137
NP_200570.1	XP_040932433.1	53.704	108	32	2.96e-36	137
NP_200570.1	XP_040932431.1	53.704	108	32	2.96e-36	137
NP_200570.1	XP_040932430.1	53.704	108	32	2.96e-36	137
NP_200570.1	XP_040956546.1	53.704	108	32	3.51e-36	137
NP_200570.1	XP_040956545.1	53.704	108	32	3.51e-36	137
NP_200570.1	XP_040956544.1	53.704	108	32	3.51e-36	137
NP_200570.1	XP_016672801.1	42.286	175	52	4.25e-36	131
NP_200570.1	XP_016681927.2	56.881	109	33	5.13e-36	134
NP_200570.1	XP_016671673.1	58.095	105	32	5.80e-36	134
NP_200570.1	XP_016739524.1	56.481	108	32	5.89e-36	131
NP_200570.1	XP_016674394.1	60.396	101	30	7.49e-36	130
NP_200570.1	XP_040938084.1	53.571	112	34	7.70e-36	137
NP_200570.1	XP_016703354.1	60.396	101	30	8.10e-36	129
NP_200570.1	XP_040965513.1	56.604	106	32	8.70e-36	132
NP_200570.1	XP_016745283.2	56.604	106	32	9.40e-36	133
NP_200570.1	XP_016668340.1	50.400	125	37	9.74e-36	130
NP_200570.1	XP_016743792.1	56.604	106	32	1.44e-35	133
NP_200570.1	XP_016734652.2	56.604	106	32	2.15e-35	131
NP_200570.1	NP_001314647.1	57.426	101	30	1.01e-34	128
NP_200570.1	NP_001313732.1	57.426	101	30	1.10e-34	128
NP_200570.1	XP_040947110.1	46.715	137	41	2.95e-34	127
NP_200570.1	XP_040947108.1	54.630	108	32	3.24e-34	127
NP_200570.1	XP_040947107.1	46.715	137	41	3.53e-34	128
NP_200570.1	XP_040947109.1	54.630	108	32	4.37e-34	126
NP_200570.1	XP_040947106.1	54.630	108	32	7.75e-34	127
NP_200570.1	XP_016668457.2	51.376	109	33	8.20e-34	127
NP_200570.1	XP_040973439.1	52.294	109	33	1.38e-33	125
NP_200570.1	XP_040943455.1	51.327	113	34	3.45e-33	126
NP_200570.1	XP_016747792.2	49.180	122	37	4.28e-33	127
NP_200570.1	XP_016712484.1	54.808	104	31	4.67e-33	125
NP_200570.1	XP_016704521.1	54.808	104	31	4.87e-33	125
NP_200570.1	XP_016711527.1	54.286	105	32	8.26e-33	125
NP_200570.1	XP_040963689.1	53.333	105	32	1.15e-32	124
NP_200570.1	XP_016715853.1	55.769	104	31	1.24e-32	123
NP_200570.1	XP_016670212.2	55.769	104	31	1.39e-32	124
NP_200570.1	XP_016677048.1	56.481	108	32	1.83e-32	124
NP_200570.1	XP_040933229.1	55.769	104	31	1.88e-32	122
NP_200570.1	XP_016718243.1	53.333	105	32	2.09e-32	124
NP_200570.1	XP_016741798.1	51.376	109	33	2.15e-32	122
NP_200570.1	XP_016747660.1	51.852	108	32	3.14e-32	122
NP_200570.1	XP_040973512.1	49.565	115	35	3.26e-32	120
NP_200570.1	XP_016724845.2	54.808	104	31	3.46e-32	122
NP_200570.1	XP_040944118.1	53.846	104	31	1.08e-31	121
NP_200570.1	XP_040953360.1	48.696	115	35	1.09e-31	119
NP_200570.1	XP_016737651.2	52.830	106	32	2.61e-31	119
NP_200570.1	XP_016700885.1	55.556	108	32	8.08e-31	119
NP_200570.1	XP_016686964.1	43.624	149	43	9.08e-31	117
NP_200570.1	XP_016694083.2	55.660	106	32	1.35e-30	118
NP_200570.1	XP_016713294.2	52.542	118	35	1.37e-30	117
NP_200570.1	XP_016713290.1	55.660	106	32	1.41e-30	118
NP_200570.1	XP_016740141.1	50.459	109	32	4.55e-30	117
NP_200570.1	XP_016723168.1	54.630	108	32	5.69e-30	116
NP_200570.1	XP_016752911.1	42.953	149	43	6.99e-30	114
NP_200570.1	XP_016668730.2	54.630	108	32	8.21e-30	116
NP_200570.1	XP_016694052.1	51.695	118	35	9.97e-30	115
NP_200570.1	XP_040931605.1	44.275	131	39	1.09e-29	115
NP_200570.1	NP_001313996.2	51.695	118	35	1.35e-29	116
NP_200570.1	XP_040964792.1	56.436	101	30	1.51e-29	113
NP_200570.1	XP_040956273.1	54.630	108	32	1.59e-29	115
NP_200570.1	XP_016719337.2	44.643	112	34	2.03e-29	114
NP_200570.1	XP_016737773.1	63.014	73	22	2.83e-29	114
NP_200570.1	XP_040955221.1	63.014	73	22	3.17e-29	114
NP_200570.1	XP_040944162.1	56.190	105	32	3.65e-29	115
NP_200570.1	XP_016693919.2	56.190	105	32	4.17e-29	115
NP_200570.1	XP_016676099.1	51.695	118	35	4.84e-29	114
NP_200570.1	XP_016745045.1	48.077	104	31	5.48e-29	114
NP_200570.1	XP_016740582.1	45.299	117	35	5.80e-29	114
NP_200570.1	XP_016755977.1	45.299	117	35	5.99e-29	114
NP_200570.1	XP_016716637.1	47.664	107	32	7.25e-29	114
NP_200570.1	XP_040941890.1	44.643	112	34	7.71e-29	113
NP_200570.1	XP_016682021.1	47.664	107	32	8.04e-29	114
NP_200570.1	XP_016718775.1	55.769	104	31	9.54e-29	113
NP_200570.1	XP_016730953.1	47.115	104	31	1.15e-28	112
NP_200570.1	XP_016671094.1	50.459	109	32	1.31e-28	115
NP_200570.1	XP_016735933.2	54.128	109	33	1.33e-28	111
NP_200570.1	XP_016669789.2	50.459	109	32	1.44e-28	115
NP_200570.1	XP_040962839.1	54.128	109	33	1.62e-28	111
NP_200570.1	XP_016675549.1	54.651	86	26	3.97e-28	106
NP_200570.1	XP_016729230.1	42.857	126	38	8.04e-28	108
NP_200570.1	XP_016721959.1	48.571	105	32	1.15e-27	109
NP_200570.1	XP_016715591.1	48.571	105	32	1.61e-27	109
NP_200570.1	XP_016745626.1	64.384	73	22	1.69e-27	112
NP_200570.1	XP_016666636.1	49.541	109	33	1.74e-27	109
NP_200570.1	XP_016729603.1	49.541	109	33	1.87e-27	109
NP_200570.1	XP_040970772.1	41.844	141	42	2.49e-27	109
